iso3,measure,measure_note,window,first_year,last_year,n_years,percent_per_year,r_squared,half_life_years,direction,monotone,trajectory,trajectory_reason
ALB,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-2.6697519388199207,0.6427875403030033,25.962980697986833,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ALB,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-4.022567557933818,0.9054212374517785,17.23146151250667,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ALB,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.752643134382455,0.48895599897107117,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ALB,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.2794907432245004,0.0681510108815024,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ALB,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,0.584992448646951,0.09200616518311526,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ALB,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,4.163646361293256,0.6356887436365132,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ALB,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,5.452500963495538,0.5455051120915304,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ALB,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,5.355969806715554,0.9002026308760426,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ALB,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.9933663079194697,0.6780677325542517,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ALB,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,1.673574332202025,0.8970481902910727,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ALB,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-1.3264486151563615,0.9559738278720531,52.255863713064926,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
AND,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.572188454845516,0.16363373688963695,121.13966555775522,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
AND,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.0360994307536697,0.19852096131453487,66.89967777086245,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
AND,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.5121216547907467,0.5390020014551106,135.34814903368337,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
AND,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.2575885005230209,0.020184027011991595,269.0908868806425,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
AND,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.9608263588571366,0.5166695678171641,35.34974820330061,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
AND,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.5140031174066673,0.38731197387273275,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
AND,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.16543456360838857,0.06517145146097286,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
AND,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,-0.03170466362621786,0.0010403891811303946,2186.262528225513,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
AND,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.7467401756981452,0.39361117248058114,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
AND,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.7118728883900249,0.614370414196424,97.3695152413474,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
AND,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-1.3243280637833703,0.8753710075144736,52.33953727294329,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
AND,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.4763762313880578,0.6841312116195969,,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
AUT,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.2085268522216264,0.4522144384668281,57.3547190354718,falling,False,mixed,both margins contribute
AUT,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-2.366514221229183,0.6642166122372637,29.289795697907113,falling,True,mixed,both margins contribute
AUT,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.7263065592481184,0.495741184294345,95.43452027715404,falling,False,mixed,both margins contribute
AUT,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.06943425547463966,0.007061785860012852,998.2784085776105,falling,False,mixed,both margins contribute
AUT,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.8227276194795204,0.5210935109560746,84.24989804018598,falling,True,mixed,both margins contribute
AUT,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.339453065249385,0.7634644581364057,,rising,True,mixed,both margins contribute
AUT,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.909725521213496,0.4425301588159387,,rising,False,mixed,both margins contribute
AUT,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.5918520177814304,0.5422637918222087,,rising,True,mixed,both margins contribute
AUT,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,1.0510128757512345,0.6625424860874125,,rising,True,mixed,both margins contribute
AUT,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.8773478639638904,0.853934322407124,79.00482910259569,falling,True,mixed,both margins contribute
AUT,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.8647234433241826,0.6850125371311747,80.15825012160404,falling,True,mixed,both margins contribute
AUT,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.3986854387417393,0.5720003853881755,173.85816315427377,falling,True,mixed,both margins contribute
BEL,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.9083810893062088,0.7063909327876713,76.30576954099166,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BEL,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.3924299356298697,0.7769668602445287,49.77968103266885,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BEL,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,0.10336082576793933,0.5040248262970841,,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
BEL,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.6184047180898345,0.7527077855108708,112.08633444792913,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BEL,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.923355516183523,0.852595649223859,75.06828826072423,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
BEL,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,0.4336450143841275,0.7190670770632158,,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
BEL,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.053506030773706324,0.4773434953026343,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
BEL,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.08838477749191151,0.5381661971996547,,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
BEL,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.04504287224209102,0.4401840104293327,,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
BEL,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.1840272951579974,0.7852935831674898,,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
BEL,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.13539410257849008,0.493394723392272,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
BEL,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.4171680364524081,0.9640653531146582,,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
BGR,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.763263183810988,0.3587593772377698,90.81365317517974,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BGR,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.9128516525597085,0.25543844869644744,75.93207271042404,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BGR,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-2.9937517763619215,0.8891795688385283,23.153127992537655,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BGR,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.586044056451653,0.24251416794206576,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BGR,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.13540864060495422,0.009296435444730538,511.8928729091642,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BGR,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.4805833104390405,0.8327020222090976,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BGR,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.996286026005872,0.4117482764137048,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BGR,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.0114516608498265,0.23329515626393504,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BGR,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,3.633699267928455,0.8850367351590755,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BGR,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.17994904875926995,0.1106576749342738,385.1908000287433,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BGR,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.053548628191697374,0.004156222834114151,1294.4256537787771,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BGR,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.4539639228520461,0.4985809871475717,152.68772377444026,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BIH,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-2.24243726039255,0.48243690906016007,30.910438066775892,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BIH,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-3.156188605071765,0.4276803765833379,21.961525982512843,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BIH,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-4.157670674995962,0.9463951101023229,16.67152679331964,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BIH,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,1.3728153382064556,0.45960379171326204,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BIH,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.46355685381964296,0.05177827971341639,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BIH,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,4.424442914911497,0.7151467697283532,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BIH,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,4.21740947591609,0.439941606980402,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BIH,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,6.166880363372395,0.4011790427688091,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BIH,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,5.888867388496909,0.92015443036172,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BIH,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,3.8555418284638225,0.09466259102752837,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BIH,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,9.52454914814503,0.20911274324493825,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BIH,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-6.135342484627084,0.5884009934259737,11.29761186595072,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BLR,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.4277739705398373,0.5352292861588893,48.54740280058953,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BLR,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.54675214162678,0.33321040296162435,44.81307391829018,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BLR,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.7295739949406967,0.5938465402411132,40.076179601885826,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BLR,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,1.0704888608770733,0.4239483655362824,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BLR,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.42893116410319587,0.052737366557165474,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BLR,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,3.3090465772718285,0.816620651611382,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BLR,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,2.7465231219334103,0.6145337148812027,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BLR,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,2.5936763801101863,0.343336591535927,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BLR,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,3.6860541455693037,0.7557246997028945,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BLR,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.5984255852183933,0.6421884548477205,115.82846684387394,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BLR,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.6446713836588384,0.4455583267494537,107.51945846052327,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BLR,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.3610513480665478,0.20069272666810614,191.98022227912764,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHE,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.2418335992855094,0.553081160245737,55.816429911281865,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHE,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-2.257164303632644,0.7326478959811347,30.708760520641118,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHE,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.16130117000614047,0.16870183595581345,429.72235138378613,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHE,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.2545201610020084,0.06295803019187014,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHE,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.05119574376733242,0.0011164365050192696,1353.9156374210872,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHE,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.863528167992211,0.7859551394884099,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHE,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.8801943289423763,0.5148739739848358,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHE,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.4881241925038717,0.6027380638879636,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHE,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.5070428493633996,0.6364679875968743,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHE,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.367289339619848,0.7941432665853563,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHE,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.5373915584514252,0.8611831134145523,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CHE,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.07525240101014667,0.09550554346483295,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
CYP,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.6349543832895077,0.8497254717247125,42.3955058100974,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYP,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-2.014485004136686,0.7892272403923452,34.408157873431065,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYP,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.2738741206888362,0.882978202018897,54.412533334544236,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYP,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.9289385301633037,0.8825339862152016,74.61712029945542,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYP,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.0711502572116538,0.8020305432639898,64.71054605955091,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYP,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,-0.6561941981998546,0.869819195418764,105.63140949149874,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYP,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.5653118376769659,0.5610547328340765,,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
CYP,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.7920310157367154,0.5042311617286843,,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
CYP,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.35696298254266096,0.7405427653903244,,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
CYP,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.9613374931684397,0.8829799051298782,72.10237668723654,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYP,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-1.057693464731967,0.7959134806988994,65.5338435636073,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
CYP,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.20829667076507205,0.28790931028448824,332.76920750294335,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
CZE,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.4385888803004524,0.09496814612006589,158.04029962754856,falling,False,mixed,both margins contribute
CZE,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.1648101446931967,0.24401752111469083,59.50730972921907,falling,False,mixed,both margins contribute
CZE,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.1016459405192096,0.7304325236109235,62.91923340027582,falling,True,mixed,both margins contribute
CZE,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.11385738521024927,0.019026674804460547,608.7854373960708,falling,False,mixed,both margins contribute
CZE,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.9802802821922946,0.7599962322089499,70.70908118337277,falling,True,mixed,both margins contribute
CZE,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.2571613512769773,0.6979765031824289,,rising,True,mixed,both margins contribute
CZE,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.13819547213467234,0.10744402438029632,,rising,False,mixed,both margins contribute
CZE,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.18443875827008993,0.08072216405170522,,rising,False,mixed,both margins contribute
CZE,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.8207707955332096,0.7139910373498356,,rising,True,mixed,both margins contribute
CZE,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-1.2940453301853576,0.7299616291266768,53.56436628542677,falling,True,mixed,both margins contribute
CZE,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-1.9846783355915891,0.8250506424258749,34.924912925667286,falling,True,mixed,both margins contribute
CZE,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.5059573731443519,0.511169919537326,,rising,True,mixed,both margins contribute
DEU,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.2759050770423113,0.5566700449123855,54.32592071557054,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
DEU,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-2.0871741718370393,0.6319310364473877,33.209838925415,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
DEU,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.09571176531916525,0.018715164673115094,724.2026915380172,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
DEU,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.5626634267021994,0.4710150481605328,123.19037415005239,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
DEU,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.064482964071679,0.7240406922046214,65.11585473464382,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
DEU,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.062103005724188,0.6311474548349045,,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
DEU,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.3787625296973592,0.39770013174837565,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
DEU,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.607512869269698,0.4169720967673601,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
DEU,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.27980274096347096,0.3254004165564417,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
DEU,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.6646947694796757,0.746608894775365,104.28052278830812,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
DEU,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.916804470202705,0.7414293828140103,75.60469032253854,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
DEU,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.08535781397280211,0.21837819526790556,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
DNK,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.6021014729541265,0.1280815474578964,115.12132284930574,falling,False,mixed,both margins contribute
DNK,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.7266376150930023,0.3773103821332333,40.14433454367958,falling,False,mixed,both margins contribute
DNK,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,0.214655450994957,0.12314834316872003,,rising,False,mixed,both margins contribute
DNK,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.11226863239979142,0.012890744372528207,617.400573734283,falling,False,mixed,both margins contribute
DNK,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.5466542410942709,0.12789344429562347,126.7980980395269,falling,False,mixed,both margins contribute
DNK,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.347341159267402,0.936225665399935,,rising,True,mixed,both margins contribute
DNK,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.3331631391865195,0.12130246056943614,,rising,False,mixed,both margins contribute
DNK,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.8048514925642904,0.25585617739307026,,rising,False,mixed,both margins contribute
DNK,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.5335875847146903,0.74118749594572,,rising,True,mixed,both margins contribute
DNK,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-1.0929765838187424,0.6635206127106908,63.41830107083939,falling,True,mixed,both margins contribute
DNK,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.8413278399495657,0.3134547627272569,82.38728681574317,falling,False,mixed,both margins contribute
DNK,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.44826945485572317,0.7523610037223812,154.62735036966478,falling,True,mixed,both margins contribute
